"id";"product_id";"sku_id"
1;122850;123560
2;20739;83158
3;42771;43021
4;15312;15312
5;41347;41597
6;133957;134737
7;49638;49888
8;71751;72161
9;122857;123567
10;90013;90461
11;84301;84713
12;123789;124510
13;17403;17403
14;42253;42503
