"id";"sku_id";"media_id"
1;123560;124561
2;83158;112887
3;43021;107028
4;15312;101491
5;41597;106875
6;134737;126845
7;49888;108122
8;72161;109179
9;123567;124595
10;90461;117712
11;84713;114512
12;124510;124995
13;17403;103100
14;42503;107001
